"","Authors","Title","Year","Cited.by","Affiliations","EID"
"1427","Uluozlu O.D., Kinalioglu K., Tuzen M., Soylak M.","Trace metal levels in lichen samples from roadsides in East Black Sea region, Turkey",2007,24,"Gaziosmanpasa University, Faculty of Science and Arts, Chemistry Department, 60250 Tokat, Turkey; Giresun University, Faculty of Science and Arts, Department of Biology, Giresun, Turkey; Erciyes University, Faculty of Science and Arts, Chemistry Department, 38039 Kayseri, Turkey","2-s2.0-34547895845"
"1428","Hasimoglu A., Erteken A., Kino S., Nakagawa H.","Evaluation of Anchovy meal and soybean meal as dietary protein sources for the Black Sea turbot, Psetta maxima",2007,8,"Central Fisheries Research Institute, Trabzon, Turkey; Overseas Fishery Cooperation Foundation, Sankaido Bldg., Akasaka, Tokyo 107-0052, Japan; Graduate School of Biosphere Science, Hiroshima University, Higashi Hiroshima 739-8528, Japan","2-s2.0-34447260783"
"1429","Özer A.","Metazoan parasite fauna of the round goby Neogobius melanostomus Pallas, 1811 (Perciformes: Gobiidae) collected from the Black Sea coast at Sinop, Turkey",2007,14,"Ondokuz Mayis University, Fisheries Faculty, Sinop, Turkey; Su Ürünleri Fakültesi, 57000, Sinop, Turkey","2-s2.0-34248574258"
"1430","Uluozlu O.D., Tuzen M., Mendil D., Soylak M.","Trace metal content in nine species of fish from the Black and Aegean Seas, Turkey",2007,118,"Gaziosmanpasa University, Faculty of Science and Arts, Department of Chemistry, 60250 Tokat, Turkey; Erciyes University, Faculty of Science and Arts, Department of Chemistry, 38039 Kayseri, Turkey","2-s2.0-34247537426"
"1431","Karaçor A.G., Sivri N., Uçan O.N.","Maximum stream temperature estimation Degirmendere River using artificial neural network",2007,4,"TUAF Academy, Department of Computer Engineering, 34149 Istanbul, Turkey; Department of Environmental Engineering, Faculty of Engineering, Istanbul University, 34320 Istanbul, Turkey; Department of Electrical and Electronics Engineering, Faculty of Engineering, Istanbul University, 34320 Istanbul, Turkey","2-s2.0-34249805743"
"1432","Vespremeanu-Stroe A., Preoteasa L.","Beach-dune interactions on the dry-temperate Danube delta coast",2007,15,"Faculty of Geography, Bucharest University, 1 Bd. N. Balcescu, Bucharest, 01004, Romania","2-s2.0-34047252547"
"1433","Ji H., Om A.D., Yoshimatsu T., Umino T., Nakagawa H., Furuhashi M., Sakamoto S.","Effect of dietary docosahexaenoic acid on lipogenesis and lipolysis in black sea bream, Acanthopagrus schlegeli",2007,3,"College of Animal Science and Technology, Northwest Agriculture and Forestry University, Shaanxi 712100, China; Graduate School of Biosphere Science, Hiroshima University, Higashi-hiroshima 739-8528, Japan; Marine Finfish Production and Research Center, Terengganu 22200, Malaysia; Farming System Division, National Research Institute of Aquaculture, Fisheries Research Agency, Mie 516-0913, Japan; Oriental Yeast Co Ltd., Chiba 281-0002, Japan","2-s2.0-34247342128"
"1434","Giunta S., Morigi C., Negri A., Guichard F., Lericolais G.","Holocene biostratigraphy and paleoenvironmental changes in the Black Sea based on calcareous nannoplankton",2007,31,"Dipartimento di Scienze del Mare, Università Politecnica delle Marche, 60131 Ancona, Italy; LSCE, IPSL, CEA-CNRS-UVSQ, Bât 12 Av de la Terrasse, 91198 Gif-sur-Yvette cedex, France; IFREMER - Centre de Brest, Géosciences Marines, BP 70, F-29280 PLOUZANE cedex, France","2-s2.0-33947696774"
"1435","Ducklow H.W., Hansell D.A., Morgan J.A.","Dissolved organic carbon and nitrogen in the Western Black Sea",2007,16,"School of Marine Science, College of William and Mary, P.O. Box 1346, Gloucester Point, VA 23062, United States; Rosenstiel School of Marine and Atmospheric Science, University of Miami, 4600 Rickenbacker, Causeway, Miami, FL 33149, United States","2-s2.0-34247558539"
"1436","Teodoru C.R., Friedl G., Friedrich J., Roehl U., Sturm M., Wehrli B.","Spatial distribution and recent changes in carbon, nitrogen and phosphorus accumulation in sediments of the Black Sea",2007,16,"Swiss Federal Institute of Aquatic Science and Technology (Eawag), CH-6047 Kastanienbaum, Switzerland; Institute of Biogeochemistry and Pollutant Dynamics, ETH Zurich, Switzerland; Research Center for Ocean Margins, Klagenfurterstrasse, D-28359 Bremen, Germany","2-s2.0-34247647972"
"1437","Ivanova E.V., Murdmaa I.O., Chepalyga A.L., Cronin T.M., Pasechnik I.V., Levchenko O.V., Howe S.S., Manushkina A.V., Platonova E.A.","Holocene sea-level oscillations and environmental changes on the Eastern Black Sea shelf",2007,23,"Shirshov Institute of Oceanology, Russian Academy of Sciences, 36 Nakhimovsky Prosp, 117997 Moscow, Russian Federation; Institute of Geography, Russian Academy of Sciences, 29 Staromonetny Per, 119017 Moscow, Russian Federation; 926A National Center, US Geological Survey, Reston, VA 20191, United States; Geology Department, Lomonosov Moscow State University, Vorobyevy Gory, 119992 Moscow, Russian Federation; Department of Earth and Atmospheric Sciences, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States","2-s2.0-33947286145"
"1438","Altas L., Büyükgüngör H.","Heavy metal pollution in the Black Sea shore and offshore of Turkey",2007,21,"Department of Environmental Engineering, Aksaray University, 68100 Aksaray, Turkey; Department of Environmental Engineering, Ondokuz Mayis University, Samsun, Turkey","2-s2.0-33947519158"
"1439","Engin S., Turan D., Kovacic M.","First record of the red-mouthed goby, Gobius cruentatus (Gobiidae), in the Black Sea",2007,14,"Black Sea Technical University, Rize Faculty of Fisheries, Rize, Turkey; Prirodoslovni Muzej Rijeka, Lorenzov prolaz 1, HR-51000 Rijeka, Croatia","2-s2.0-34547156044"
"1440","Arikan H., Tosunoglu M., Atatür M.K., Göçmen B.","Some comments on the breeding biology of Pelodytes caucasicus Boulenger, 1896 (Anura: Pelodytidae) from Uzungöl, northeast Anatolia",2007,2,"Ege University, Faculty of Science, Department of Biology, 35100 Bornova-Izmir, Turkey; Çanakkale Onsekiz Mart University, Faculty of Arts and Science, Biology Department, Çanakkale, Turkey","2-s2.0-33847652895"
"1441","Demirhan S.A., Seyhan K., Basusta N.","Dietary overlap in spiny dogfish (Squalus acanthias) and thornback ray (Raja clavata) in the Southeastern Black Sea",2007,3,"Mustafa Kemal University, Faculty of Fisheries, 3103 Antakya, Turkey; Karadeniz Technical University, Faculty of Marine Sciences, 61530 Trabzon, Turkey; Firat University, Faculty of Fisheries, 23119 Elazig, Turkey","2-s2.0-33847338029"
"1442","Ogut H., Akyol A.","Prevalence and intensity and ectoparasites in rainbow trout (Oncorhynchus mykiss) from larvae stage to market size in Turkey",2007,5,"Faculty of Marine Sciences, Karadeniz Technical University, Surmene, Trabzon 61530, Turkey; Karadeniz Technical University, Macka Meslek Yuksekokulu, Macka, Trabzon, Turkey","2-s2.0-34047224288"
"1443","Sergeeva N.G., Gulin M.B.","Meiobenthos from an active methane seepage area in the NW Black Sea",2007,22,"Department of Benthos Ecology, Institute of Biology of the Southern Seas (IBSS), 2 Nakhimov Av., 99011 Sevastopol, AR Crimea, Ukraine","2-s2.0-33847777092"
"1444","Mazlum R.E., Seyhan K.","Gastric emptying, clearance rate, feeding periodicity and food consumption of the Black Sea jelly fish, Mnemiopsis leidyi (Agassiz)",2007,2,"University of Rize, Faculty of Fisheries, Main Campus 53100, Rize, Turkey; Karadeniz Technical University, Faculty of Marine Science, 61080 Trabzon, Turkey","2-s2.0-69249193888"
"1445","Engin N., Vural N., Vural S., Sumerkan M.R.","Climatic effect in the formation of vernacular houses in the Eastern Black Sea region",2007,10,"Department of Architecture, Karadeniz Tecnical University, 61080 Trabzon, Turkey","2-s2.0-33748928161"
"1446","Schuiling R.D., Cathcart R.B., Badescu V., Isvoranu D., Pelinovsky E.","Asteroid impact in the Black Sea. Death by drowning or asphyxiation?",2007,19,"Faculty of Earth Sciences, Utrecht University, 3508 TA Utrecht, Netherlands; Geographos, 1608 East Broadway, Glendale, CA 91205-1524, United States; Candida Oancea Institute of Solar Energy, Faculty of Mechanical Engineering, Polytechnic University of Bucharest, Spl. Independentei 313, Bucharest 79590, Romania; Faculty of Mechanical Engineering, Polytechnic University of Bucharest, Spl. Independentei 313, Bucharest 79590, Romania; Laboratory of Hydrophysics and Nonlinear Acoustics, Institute of Applied Physics, 46, Uljanov Street, Nizhny, Novgorod 603950, Russian Federation","2-s2.0-33846354979"
"1447","Badescu V.","Asteroid impacts or nuclear explosions in the Black Sea may lead to poisoning of the coastal population",2007,1,"Candida Oancea Institute, Polytechnic University of Bucharest, Spl. Independentei 313, Bucharest 79590, Romania","2-s2.0-33847680947"
"1448","Ozkoc H.B., Bakan G., Ariman S.","Distribution and bioaccumulation of organochlorine pesticides along the Black Sea coast",2007,34,"Department of Environmental Engineering, Faculty of Engineering, Ondokuz Mayis University, 55139 Kurupelit, Samsun, Turkey","2-s2.0-33846683048"
"1449","Oguz T., Gilbert D.","Abrupt transitions of the top-down controlled Black Sea pelagic ecosystem during 1960-2000: Evidence for regime-shifts under strong fishery exploitation and nutrient enrichment modulated by climate-induced variations",2007,83,"Institute of Marine Sciences, Middle East Technical University, Erdemli, Turkey; Ocean and Environmental Science Branch, Maurice-Lamontagne Institute, Fisheries and Oceans Canada, Mont-Joli, Que., Canada","2-s2.0-33846834036"
"1450","Gubanova A., Altukhov D.","Establishment of Oithona brevicornis Giesbrecht, 1892 (Copepoda: Cyclopoida) in the Black Sea",2007,13,"Department of Plankton, Institute of Biology of the Southern Seas, Nakhimova ave.2, 99011 Sevastopol, Ukraine","2-s2.0-68149099520"
"1451","Midilli A., Ay M., Kale A., Veziroglu T.N.","A parametric investigation of hydrogen energy potential based on H2S in Black Sea deep waters",2007,20,"Energy Division, Mechanical Engineering Department Nigde University, 51200 Nigde, Turkey; Clean Energy Research Institute, Miami University, Miami, United States","2-s2.0-33846091037"
"1452","Son M.O.","North American freshwater limpet Ferrissia fragilis (Tryon, 1863) (Gastropoda: Planorbidae) - A cryptic invader in the Northern Black Sea Region",2007,10,"Odessa Branch Institute of Biology of the Southern Seas, National Academy of Sciences of Ukraine, Odessa, Ukraine","2-s2.0-56849085595"
"1453","Sezgin M., Aydemir E., Suat Ates A., Katagan T., Özcan T.","On the presence of the non-native estuarine shrimp, Palaemon longirostris H.Milne-Edwards, 1837 (Decapoda, Caridea), in the Black Sea",2007,9,"Sinop University, 57000 Sinop, Turkey; Çanakkale Onsekiz Mart University, 17000 Çanakkale, Turkey; Ege University, 35100 Bornova-Izmir, Turkey","2-s2.0-69749127848"
"1454","Alexandrov B., Boltachev A., Kharchenko T., Lyashenko A., Son M., Tsarenko P., Zhukinsky V.","Trends of aquatic alien species invasions in Ukraine",2007,24,"Odessa Branch, Institute of Biology of the Southern Seas, National Academy of Sciences of Ukraine (NASU), 37, Pushkinska St, 651 25 Odessa, Ukraine; Institute of Biology of the Southern Seas NASU, 2, Nakhimova avenue, 99011 Sevastopol, Ukraine; Institute of Hydrobiology NASU, 12, Geroyiv Stalingrada avenue, 04210 Kiyv, Ukraine; Institute of Botany NASU, 2, Tereschenkivska St, 01601 Kiyv, Ukraine","2-s2.0-72149094426"
"1455","Connor S.E., Thomas I., Kvavadze E.V.","A 5600-yr history of changing vegetation, sea levels and human impacts from the Black Sea coast of Georgia",2007,23,"School of Anthropology, Geography and Environmental Studies, University of Melbourne, Vic. 3010, Australia; L. Davitashvili Institute of Paleobiology, 4 Niagvris Street, Tbilisi 0108, Georgia","2-s2.0-34548134908"
"1456","Belofastova I.P.","Solearhynchus rhytidotes nov. comb. (Palaeacanthocephala: Echinorhynchidae), a parasite of soles (Soleidae)",2006,NA,"","2-s2.0-33745026257"
"1457","Berlinsky N., Bogatova Y., Garkavaya G., Branch O.","Estuary of the Danube",2006,11,"Institute of Biology of Southern Seas, National Academy of Sciences of Ukraine, Pushkinskaya St. 37, Odessa, 65011, Ukraine","2-s2.0-34548544690"
"1458","An H.A., Yüksel Y., Özkan Çevik E., Sahin C., Ayat B.","Wave climate study in the southwest coast of the Black Sea",2006,NA,"Department of Civil Engineering, Yildiz Technical University, Istanbul, Turkey","2-s2.0-36749083362"
"1459","Bozoglu M., Ceyhan V., Cinemre H.A., Demiryürek K., Kiliç O.","Evaluation of different trout farming systems and some policy issues in the Black Sea region, Turkey",2006,8,"Department of Agricultural Economics, Faculty of Agriculture, Ondokuz Mayis University, 55139 Samsun, Turkey","2-s2.0-33845877703"
"1460","Haklidir M., Tut F.S., Kapkin S.","Possibilities of production and storage of hydrogen in the black sea",2006,NA,"Tubitak Marmara Research Center, Information Technologies Institute, Gebze-Kocaeli, Turkey; Department of Geology, Dokuz Eylul University, Buca-Izmir, Turkey; Department of Mechanical Engineering, Istanbul University, Avcilar-Istanbul, Turkey","2-s2.0-84875613893"
"1461","Posamentir R., Solovyov S.","On the ancestry determination of archaic eastern Greek ceramics: The findings from Berezan in the Hermitage of St. Petersburg [Zur herkunftsbestimmung archaisch-ostgriechischer Keramik: Die Funde aus Berezan in der Eremitage von St. Petersburg]",2006,5,"","2-s2.0-66149098215"
"1462","Kerschner M.","On the ancestry determination of archaic eastern Greek ceramics: The findings from Berezan in the academic art museum of the University of Bonn and in Robertinum of the University of Halle-Wittenberg [Zur herkunftsbestimmung archaischer ostgriechischer Keramik: Die Funde aus Berezan im Akademischen Kunstmuseum der Universität Bonn und im Robertinum der Universität Halle-Wittenberg]",2006,4,"","2-s2.0-66149157899"
"1463","Güngör N., Güngör E., Göktepe B.G., Köksal G.","210Po in fish, algae, mussel and beach sediment samples collected along the Turkish coast of the Black Sea",2006,2,"Turkish Atomic Energy Authority, Çekmece Nuclear Research and Training Center, Istanbul, Turkey","2-s2.0-77956666252"
"1464","Mommsen H., Kerschner M., Posamentir R.","Provenance determination of 111 pottery samples from Berezan by neutron activation analysis",2006,4,"","2-s2.0-63849171376"
"1465","Zoran L.F.V., Golovanov C., Zoran M.A.","Multisensor image fusion for Romanian Black Sea coastal zone analysis",2006,2,"University Politechnica of Bucharest, Electrical Engineering Faculty, Electrical Measurements Dept., Bucharest 77206, Romania; National Institute of R and D for Optoelectronics, Remote Sensing Dept., MG5 Bucharest -Magurele, 077125, Romania","2-s2.0-33751422880"
"1466","Bayramoglu B.","Transboundary pollution in the black sea: Comparison of institutional arrangements",2006,12,"PSE (Paris-Jourdan Sciences Economiques, UMR 8545 CNRS-EHESS-ENPC-ENS), 28 rue des Saints-Pères, 75343, Paris Cedex 07, France; CES-Université Paris 1, Panthéon-Sorbonne, Paris Cedex, France","2-s2.0-33751287859"
"1467","Lavrova O.Yu., Bocharova T.Yu.","Satellite SAR observations of atmospheric and oceanic vortex structures in the Black Sea coastal zone",2006,2,"Space Research Institute, Russian Academy of Sciences (IKI RAS), 84/ 32 Profsoyuznaya str, 117997 Moscow, Russian Federation","2-s2.0-33750806807"
"1468","Demirhan S.A., Seyhan K.","Seasonality of reproduction and embryonic growth of spiny dogfish (Squalus acanthias L., 1758) in the Eastern Black Sea",2006,9,"Mustafa Kemal University, Faculty of Fisheries, 31040 Antakya, Hatay, Turkey; Karadeniz Technical University, Faculty of Marine Sciences, 61530 Trabzon, Turkey","2-s2.0-33750479501"
"1469","Sindilariu P.-D., Freyhof J., Wolter C.","Habitat use of juvenile fish in the lower Danube and the Danube Delta: Implications for ecotone connectivity",2006,19,"Leibniz-Institute of Freshwater Ecology and Inland Fisheries, Müggelseedamm 310, Berlin 12561, Germany; Bavarian State Research Center for Fisheries, Weilheimer Str. 8, Starnberg 83219, Germany","2-s2.0-33748915823"
"1470","Benton C.B., Berlinsky D.L.","Induced sex change in black sea bass",2006,11,"Department of Zoology, University of New Hampshire, Durham, NH 03824, United States","2-s2.0-33750589969"
"1471","Yurtcan M., Beyarslan A.","Six new Ichneumonidae species from Turkey; with special reference to the rare species Zabrachypus tenuiabdominalis (Uchida, 1941) (Hymenoptera: Ichneumonidae)",2006,4,"Trakya University, Faculty of Arts and Sciences, Department of Biology, 22030-Edirne, Turkey","2-s2.0-33947110816"
"1472","Saul N.","Documenting non-Russian immigrants from Russia",2006,NA,"Department of History, University of Kansas, Lawrence, KS 66045-7590, United States","2-s2.0-33750308505"
"1473","Uyar G., Çetin B.","Contribution to the moss flora of Turkey: Western Black Sea Region (Bolu, Kastamonu, Karabük, Bartin and Zonguldak)",2006,8,"Department of Biology, Faculty of Sciences and Arts, Zonguldak Karaelmas University, 67100, Zonguldak, Turkey; Department of Biology, Faculty of Science, Ankara University, 06100, Ankara, Turkey; Department of Biology, Faculty of Science and Arts, Zonguldak Karaelmas University, 67100, Incivez/Zonguldak, Turkey","2-s2.0-33750088460"
"1474","Feyzioglu A.M., Ögüt H.","Red tide observations along the eastern Black Sea coast of Turkey",2006,9,"Karadeniz Technical University, Faculty of Marine Sciences, 61530 Çamburnu, Trabzon, Turkey","2-s2.0-33750032639"
"1475","Özen H., Sert A.","The forgotten industrial heritage in black sea region [Karadeni<U+0307>z'de unutulan endüstri<U+0307> mi<U+0307>rasi]",2006,NA,"Mimarhk Bölümü, Mühendislik Mimarlik Fakültesi, Karadeniz Teknik Üniversitesi, 61080 Trabzon, Turkey","2-s2.0-33749613509"
"1476","Weirich C.R., Riche M.A.","Tolerance of juvenile black sea bass Centropristis striata to acute ammonia and nitrite exposure at various salinities",2006,14,"USDA-ARS Sustainable Marine Aquaculture Systems Program, Fort Pierce, FL 34946, United States","2-s2.0-33748987045"
"1477","Oguz T.","Mechanisms controlling the suboxic layer of the black sea",2006,NA,"Institute of Marine Sciences, Middle East Technical University, P.O. Box 28, Erdemli 33731, Mersin, Turkey","2-s2.0-36148976130"
"1478","Dassenakis M., Botsou F., Paraskevopoulou V., Chikviladge C., Kachiasvili K.","Transport of pollutants in two estuarine systems on the coast of Georgia",2006,4,"University of Athens, Department of Chemistry, Laboratory of Environmental Chemistry, Panepistimiopolis 15771 Athens, Greece; Environmental Protection Ministry, Department of Hydrometeorology, National Centre of Environmental Monitoring, 150 D. Agmashenebeli Av., 380012 Tbilisi, Georgia","2-s2.0-33750144328"
"1479","Copeland K.A., Watanabe W.O.","Light intensity effects on early life stages of black sea bass, Centropristis striata (Linnaeus 1758)",2006,13,"Center for Marine Science, University of North Carolina Wilmington, Wilmington, NC, United States; Center for Marine Science, University of North Carolina Wilmington, 7205 Wrightsville Avenue, Wilmington, NC 28403, United States","2-s2.0-33749551243"
"1480","Yigit M., Erdem M., Koshio S., Ergün S., Türker A., Karaali B.","Substituting fish meal with poultry by-product meal in diets for black Sea turbot Psetta maeotica",2006,34,"Department of Aquaculture, Faculty of Fisheries, Canakkale Onsekiz Mart University, Canakkale, Turkey; Department of Aquaculture, Sinop Faculty of Fisheries, Ondokuz Mayis University, Sinop, Turkey; Laboratory of Aquatic Animal Nutrition, Faculty of Fisheries, Kagoshima University, Shimoarata, Kagoshima, Japan; Department of Aquaculture, Faculty of Fisheries, Canakkale Onsekiz Mart University, Canakkale 17100, Turkey","2-s2.0-33748366779"
"1481","Keçeli T., Çetin B.","A contribution to the liverwort flora of Western Black Sea Region, Northern Turkey, and a new record (Cephaloziella dentata, Cephaloziellaceae) to Southwest Asia",2006,7,"Department of Biology, Faculty of Arts and Sciences, Kirikkale University, 71450, Kirikkale, Turkey; Department of Biology, Faculty of Science, Ankara University, 06100, Ankara, Turkey","2-s2.0-33750614443"
"1482","Kroiss H., Zessner M., Lampert C.","daNUbs: Lessons learned for nutrient management in the Danube Basin and its relation to Black Sea euthrophication",2006,11,"Institute for Water Quality, Resources and Waste Management, Vienna University of Technology, Karlsplatz 13, 1040 Vienna, Austria","2-s2.0-33750166940"
"1483","Kostenko N.S., Dikiy Ye.A., Zakletskiy A.A.","Present-day state of macrophytobenthos of shelf zones of the Black Sea (Southeastern Crimea)",2006,NA,"","2-s2.0-33748787745"
"1484","Klaucke I., Sahling H., Weinrebe W., Blinova V., Bürk D., Lursmanashvili N., Bohrmann G.","Acoustic investigation of cold seeps offshore Georgia, eastern Black Sea",2006,35,"IFM-GEOMAR, Leibniz Institute of Marine Sciences, Wischhofstr. 1-3, 24148 Kiel, Germany; Research Centre Ocean Margins, Bremen University, Postbox 330440, 28334 Bremen, Germany; Department Geology and Geochemistry, Faculty of Geological Sciences, Moscow State University, Moscow, Russian Federation; Seismometrical Laboratory, Tbilissi State University, Tbilissi, GA, United States","2-s2.0-33748191195"
"1485","Menzel D., Hopmans E.C., Schouten S., Sinninghe Damsté J.S.","Membrane tetraether lipids of planktonic Crenarchaeota in Pliocene sapropels of the eastern Mediterranean Sea",2006,33,"Geochemistry, Faculty of Geoscience, Utrecht University, P.O. Box 80021, 3508 TA Utrecht, Netherlands; Royal Netherlands Institute of Sea Research (NIOZ), Department of Marine Biogeochemistry and Toxicology, P.O. Box 59, 1790 AB Den Burg, Texel, Netherlands","2-s2.0-33747068213"
"1486","Morgan A.J., Murashige R., Woolridge C.A., Adam Luckenbach J., Watanabe W.O., Borski R.J., Godwin J., Daniels H.V.","Effective UV dose and pressure shock for induction of meiotic gynogenesis in southern flounder (Paralichthys lethostigma) using black sea bass (Centropristis striata) sperm",2006,19,"Department of Zoology, North Carolina State University, Box 7617, Raleigh, NC 27695, United States; Center for Marine Science, University of North Carolina Wilmington, 7205 Wrightsville Ave, Wilmington, NC 28403, United States","2-s2.0-33747330818"
"1487","Keenleyside A., Panayotova K.","Cribra orbitalia and porotic hyperostosis in a Greek colonial population (5th to 3rd centuries BC) from the Black Sea",2006,13,"Department of Anthropology, Trent University, Peterborough, ON K9J 7B8, Canada; Institute of Archaeology, 149 Rakovsky, 1000 Sofia, Bulgaria","2-s2.0-33750395391"
"1488","Vershinin A., Morton S., Leighfield T., Pankov S., Smith L., Quilliam M., Ramsdell J.","Alexandrium in the Black Sea - Identity, ecology and PSP toxicity",2006,11,"PP Shirshov Institute of Oceanology RAS, Nakhimovsky prospect 36, Moscow, 17851, Russian Federation; Marine Biotoxins Program, NOAA-National Ocean Service, 219 Fort Johnson Road, Charleston, SC 29412, United States; Marine Biotechnology Center, Lenina 175-230, Anapa, 353410, Russian Federation; Institute for Marine Biosciences, 1411 Oxford Street, Halifax, NS B3H 3Z1, Canada","2-s2.0-33749618144"
"1489","Keenleyside A., Schwarcz H., Panayotova K.","Stable isotopic evidence of diet in a Greek colonial population from the Black Sea",2006,24,"Department of Anthropology, Trent University, Peterborough, Ont. K9J 7B8, Canada; School of Geography and Geology, McMaster University, Hamilton, Ont. L8S 4K1, Canada; Institute of Archaeology, Sofia, Bulgaria","2-s2.0-33746839652"
"1490","Spetsov P., Plamenov D., Kiryakova V.","Distribution and characterization of Aegilops and Triticum species from the Bulgarian Black Sea coast",2006,2,"Dobroudja Agricultural Institute, 9520 General Toshevo, Bulgaria; Pedagogical College - Dobrich 9300, Bs. Konstantin Preslavsky University, Shumen, Bulgaria","2-s2.0-33748297596"
"1491","Young S.P., Smith T.I.J., Tomasso J.R.","Survival and water balance of black sea bass held in a range of salinities and calcium-enhanced environments after abrupt salinity change",2006,8,"Department of Biological Sciences, Clemson University, Clemson, SC 29634, United States; Marine Resources Research Institute, South Carolina Department of Natural Resources, P.O. Box 12559, Charleston, SC 29422, United States; Department of Biology, Texas State University, San Marcos, TX 78666, United States","2-s2.0-33747310604"
"1492","Fauquette S., Suc J.-P., Bertini A., Popescu S.-M., Warny S., Bachiri Taoufiq N., Perez Villa M.-J., Chikhi H., Feddi N., Subally D., Clauzon G., Ferrier J.","How much did climate force the Messinian salinity crisis? Quantified climatic conditions from pollen records in the Mediterranean region",2006,115,"Institut des Sciences de l'Evolution (UMR CNRS 5554), Equipe Paléoenvironnements, Université Montpellier II, Place Eugene Bataillon, 34095 Montpellier cedex 5, France; Institut Paléoenvironnements et PaléoBiosphère (UMR 5125 CNRS), Université Claude Bernard-Lyon, 1, Boulevard du, 11 Novembre, 69622 Villeurbanne Cedex, France; Università degli Studi di Firenze, Dipartimento di Scienze della Terra, Via G. La Pira 4, 50121 Firenze, Italy; Museum of Natural Science, Department of Geology and Geophysics, Louisiana State University, 109 Howe-Russell Building, Baton Rouge, LA 70803, United States; Département de Géologie, Faculté des Sciences de Ben M'Sik, Université Hassan II - Mohammedia, BP 7955 Sidi Othmane, Casablanca, Morocco; Institut Paleontologic M. Crusafont, c. Escola Industrial 23, 08201 Sabadell, Spain; rue des Papillons, 41000 Blois, France; Département des Sciences de la Terre, Faculté des Sciences, Université Caddi Ayyad, Avenue Prince Moulay Abdellah, Marrakech, Morocco; Albert-Ludwigs-Universität Freiburg, Botanischer Garten, Schanzlestrasse 1, 79104 Freiburg, Germany; CEREGE (UMR 6635 CNRS), Université d'Aix-Marseille III, Pole d'activite commerciale l'Arbois,, BP 80, 13545 Aix-En-Provence Cedex 4, France","2-s2.0-33746833026"
"1493","Popescu S.-M.","Late Miocene and early Pliocene environments in the southwestern Black Sea region from high-resolution palynology of DSDP Site 380A (Leg 42B)",2006,39,"Laboratoire PaléoEnvironnements et PaléobioSphère, Université Claude Bernard - Lyon 1, 27-43 boulevard du, 11 Novembre, 69622 Villeurbanne Cedex, France","2-s2.0-33746857923"
"1494","Schönbäck W., Behrendt H., Fröschl L., Manea D., Pierrard R., Quendler E.","Cost-effectiveness of measures in agriculture to reduce the nitrogen load flowing via the Danube River into the Black Sea - A comparison of Austria, Hungary and Romania",2006,NA,"Centre of Public Finance and Infrastructure Policy (IFIP), Vienna University of Technology, Resselgasse 5/2/2, 1040 Vienna, Austria; Leibniz-Institute of Freshwater Ecology and Inland Fisheries (IGB), Müggelseedamm 310, 12587 Berlin, Germany; Research and Development Institute for Agricultural Economy, B-dul Marasti nr.59, Bucharest, Romania","2-s2.0-33747604836"
"1495","Wallmann K., Drews M., Aloisi G., Bohrmann G.","Methane discharge into the Black Sea and the global ocean via fluid flow through submarine mud volcanoes",2006,52,"Leibniz-Institut für Meereswissenschaften (IFM-GEOMAR), Wischhofstr. 1-3, D-24148 Kiel, Germany; Université Claude Bernard, 2 rue Dubois, F-69622 Villeurbanne Cedex, France; Research Centre for Ocean Margins, University of Bremen, Post Box 330 440, D-28334 Bremen, Germany","2-s2.0-33746733087"
"1496","Reeburgh W.S., Tyler S.C., Carroll J.","Stable carbon and hydrogen isotope measurements on Black Sea water-column methane",2006,12,"Department of Earth System Science, University of California, Irvine, CA 92697-3100, United States; Akvaplan-NIVA AS, Polar Environmental Centre, N-9296 Tromsø, Norway","2-s2.0-33748894901"
"1497","Yemenicioglu S., Erdogan S., Tugrul S.","Distribution of dissolved forms of iron and manganese in the Black Sea",2006,19,"METU-Institute of Marine Science, P.O. Box 28, 33731 Erdemli Mersin, Turkey","2-s2.0-33748915085"
"1498","Morgan J.A., Quinby H.L., Ducklow H.W.","Bacterial abundance and production in the western Black Sea",2006,17,"School of Marine Science, College of William and Mary, P.O. Box 1346, Gloucester Point, VA 23062, United States","2-s2.0-33748904613"
"1499","Glazer B.T., Luther III G.W., Konovalov S.K., Friederich G.E., Nuzzio D.B., Trouwborst R.E., Tebo B.M., Clement B., Murray K., Romanov A.S.","Documenting the suboxic zone of the Black Sea via high-resolution real-time redox profiling",2006,29,"College of Marine Studies, University of Delaware, Lewes, DE 19958, United States; Marine Hydrophysical Institute, Kapitanskaya 2, Sevastopol, 99011, Ukraine; MBARI, 7700 Sandholdt Road, Moss Landing, CA 95039, United States; Analytical Instrument Systems, Inc., 1059C Old York Road, Ringoes, NJ 08851, United States; Scripps Institution of Oceanography, University of California, San Diego, CA 92093, United States","2-s2.0-33748890718"
"1500","Uysal Z.","Vertical distribution of marine cyanobacteria Synechococcus spp. in the Black, Marmara, Aegean, and eastern Mediterranean seas",2006,14,"Institute of Marine Sciences, Middle East Technical University, P.O. Box 28, 33731 Erdemli, Turkey","2-s2.0-33748912898"
