"X","Authors","Title","Year","Cited.by","Affiliations","EID","Affiliations2","City","County","CountyCode"
1544,"Dinu C., Wong H.K., Tambrea D., Matenco L.","Stratigraphic and structural characteristics of the Romanian Black Sea shelf",2005,35,"Faculty of Geology and Geophysics, University of Bucharest, 6 Traian Vuia St., 70314 Bucharest, Romania","2-s2.0-29744451517","faculty of geology and geophysics, university of bucharest, 6 traian vuia st., 70314 bucharest, romania","Bucharest","Bucuresti","B"
1544,"Dinu C., Wong H.K., Tambrea D., Matenco L.","Stratigraphic and structural characteristics of the Romanian Black Sea shelf",2005,35,"Rompetrol S.A., 222 Calea Victoriei, Bucharest, Romania","2-s2.0-29744451517","rompetrol s.a., 222 calea victoriei, bucharest, romania","Bucharest","Bucuresti","B"
1547,"Surugiu V.","Inventory of inshore polychaetes from the Romanian coast (Black Sea)",2005,10,"Al. I. Cuza University of Iasi, Faculty of Biology, Bd. Carol I, 20A, 700507, Iasi, Romania","2-s2.0-68249101794","al. i. cuza university of iasi, faculty of biology, bd. carol i, 20a, 700507, iasi, romania","Iasi","Iasi","IS"
1563,"Borcia C.M., Georgescu I.I.","Aspects concerning certain radio-chemical characteristics of the lower danube sediments and the marine sediments of the Romanian coastal area of the Black Sea",2005,NA,"National Institute of Hodrology and Water Management, Dept. of Chemistry, Bucharest, Romania","2-s2.0-84887474328","national institute of hodrology and water management, dept. of chemistry, bucharest, romania","Bucharest","Bucuresti","B"
1564,"Ciocan C., Sunila I.","Disseminated neoplasia in blue mussels, Mytilus galloprovincialis, from the Black Sea, Romania",2005,20,"National Institute for Marine Research and Development, Grigore Antipa, Mamaia Blv. 300, Constanta 8700, Romania","2-s2.0-27744537855","national institute for marine research and development, grigore antipa, mamaia blv. 300, constanta 8700, romania","Constanta","Constanta","CT"
1573,"Bologa A.S., Costache V.P.","Improvement of Romanian marine coastal water quality, by urban sewage treatment",2005,1,"National Institute for Marine Research and Development, Grigore Antipa Constantza, Romania","2-s2.0-25444450639","national institute for marine research and development, grigore antipa constantza, romania","Constanta","Constanta","CT"
1573,"Bologa A.S., Costache V.P.","Improvement of Romanian marine coastal water quality, by urban sewage treatment",2005,1,"Autonomous County Water Authority, Constantza, Romania","2-s2.0-25444450639","autonomous county water authority, constantza, romania","Constanta","Constanta","CT"
1578,"van Gils J., Behrendt H., Constantinescu A., Laszlo F., Popescu L.","Changes of the nutrient loads of the Danube since the late eighties: An analysis based on long term changes along the whole Danube River and its main tributaries",2005,13,"Danube Delta National Institute for Research and Development, 165 Babadag Street, 8800 Tulcea, Romania","2-s2.0-23844472676","danube delta national institute for research and development, 165 babadag street, 8800 tulcea, romania","Tulcea","Tulcea","TL"
1578,"van Gils J., Behrendt H., Constantinescu A., Laszlo F., Popescu L.","Changes of the nutrient loads of the Danube since the late eighties: An analysis based on long term changes along the whole Danube River and its main tributaries",2005,13,"National Research-Development Institute for Environmental Protection, Spl. Independentei Nr. 294, Sect. 6, 77703 Bucharest, Romania","2-s2.0-23844472676","national research-development institute for environmental protection, spl. independentei nr. 294, sect. 6, 77703 bucharest, romania","Bucharest","Bucuresti","B"
1605,"Rom<e9>o M., Frasila C., Gnassia-Barelli M., Damiens G., Micu D., Mustata G.","Biomonitoring of trace metals in the Black Sea (Romania) using mussels Mytilus galloprovincialis",2005,41,"Faculty of Geography and Geology, University Al.I. Cuza, IASI, Romania","2-s2.0-13544261615","faculty of geography and geology, university al.i. cuza, iasi, romania","Iasi","Iasi","IS"
1605,"Rom<e9>o M., Frasila C., Gnassia-Barelli M., Damiens G., Micu D., Mustata G.","Biomonitoring of trace metals in the Black Sea (Romania) using mussels Mytilus galloprovincialis",2005,41,"Faculty of Biology, University Al.I. Cuza, IASI, Romania","2-s2.0-13544261615","faculty of biology, university al.i. cuza, iasi, romania","Iasi","Iasi","IS"
1615,"Zoran M.A., Zoran L.F.V.","Modeling coastal environmental changes by fuzzy logic approach",2004,1,"Natl. Inst. R and D Optoelectronics, Remote Sensing Dept., MG5 Bucharest, Magurele, 077125, Romania","2-s2.0-17644408729","natl. inst. r and d optoelectronics, remote sensing dept., mg5 bucharest, magurele, 077125, romania","Bucharest","Bucuresti","B"
1615,"Zoran M.A., Zoran L.F.V.","Modeling coastal environmental changes by fuzzy logic approach",2004,1,"University Politechnica of Bucharest, Electrical Engineering Faculty, Electrical Measurements Dept., Bucharest 77206, Romania","2-s2.0-17644408729","university politechnica of bucharest, electrical engineering faculty, electrical measurements dept., bucharest 77206, romania","Bucharest","Bucuresti","B"
1617,"Zoran M., Ciobanu M., Nicolae D.N., Talianu C.","Modeling environmental changes from measures of spatial environmental structure",2004,NA,"Remote Sensing Dept., Bucharest-Magurele, 76900, Romania","2-s2.0-16644366237","remote sensing dept., bucharest-magurele, 76900, romania","Bucharest","Bucuresti","B"
1617,"Zoran M., Ciobanu M., Nicolae D.N., Talianu C.","Modeling environmental changes from measures of spatial environmental structure",2004,NA,"Natl. Inst. R and D Optoelectron., Bucharest-Magurele, 76900, Romania","2-s2.0-16644366237","natl. inst. r and d optoelectron., bucharest-magurele, 76900, romania","Bucharest","Bucuresti","B"
1619,"Dobrinas S., Birghila S., Coatu V., Stoica A.-I., Baiulescu G.-E.","Contamination of black sea coast by polycyclic aromatic hydrocarbons and organochlorine pesticides",2004,1,"University Ovidius of Constanta, Department of Chemistry, 124 Mamaia Blvd., 900527, Constanta, Romania","2-s2.0-57349197805","university ovidius of constanta, department of chemistry, 124 mamaia blvd., 900527, constanta, romania","Constanta","Constanta","CT"
1619,"Dobrinas S., Birghila S., Coatu V., Stoica A.-I., Baiulescu G.-E.","Contamination of black sea coast by polycyclic aromatic hydrocarbons and organochlorine pesticides",2004,1,"National Institute of Marine Researches and Developmnet Grigore Antipa, 300 Mamaia Blvd., 900581, Constanta, Romania","2-s2.0-57349197805","national institute of marine researches and developmnet grigore antipa, 300 mamaia blvd., 900581, constanta, romania","Constanta","Constanta","CT"
1619,"Dobrinas S., Birghila S., Coatu V., Stoica A.-I., Baiulescu G.-E.","Contamination of black sea coast by polycyclic aromatic hydrocarbons and organochlorine pesticides",2004,1,"University of Bucharest, Faculty of Chemistry, 4-12 Regina Elisabeta Blvd., 030018, Bucharest, Romania","2-s2.0-57349197805","university of bucharest, faculty of chemistry, 4-12 regina elisabeta blvd., 030018, bucharest, romania","Bucharest","Bucuresti","B"
1642,"Geta R., Postolache C., Vadineanu A.","Ecological significance of nitrogen cycling by tubificid communities in shallow eutrophic lakes of the Danube Delta",2004,11,"Department of Systems Ecology, University of Bucharest, Spl. Independentei 91-95, 76201 B., Romania","2-s2.0-3943098081","department of systems ecology, university of bucharest, spl. independentei 91-95, 76201 b., romania","Bucharest","Bucuresti","B"
1656,"Popescu I., Lericolais G., Panin N., Normand A., Dinu C., Le Drezen E.","The Danube submarine canyon (Black Sea): Morphology and sedimentary processes",2004,77,"GeoEcoMar Constanta, 304 Mamaia Boulevard, RO-8700 Constanta, Romania","2-s2.0-2942735495","geoecomar constanta, 304 mamaia boulevard, ro-8700 constanta, romania","Constanta","Constanta","CT"
1656,"Popescu I., Lericolais G., Panin N., Normand A., Dinu C., Le Drezen E.","The Danube submarine canyon (Black Sea): Morphology and sedimentary processes",2004,77,"GeoEcoMar Bucharest, 23-25 D. Onciu Street, RO-70318 Bucharest, Romania","2-s2.0-2942735495","geoecomar bucharest, 23-25 d. onciu street, ro-70318 bucharest, romania","Bucharest","Bucuresti","B"
1656,"Popescu I., Lericolais G., Panin N., Normand A., Dinu C., Le Drezen E.","The Danube submarine canyon (Black Sea): Morphology and sedimentary processes",2004,77,"University of Bucharest, Faculty of Geology and Geophysics, 6 Traian Vuia Street, RO-70139 Bucharest, Romania","2-s2.0-2942735495","university of bucharest, faculty of geology and geophysics, 6 traian vuia street, ro-70139 bucharest, romania","Bucharest","Bucuresti","B"
1661,"Zoran M.","Northwestern black sea coastal zone environmental changes detection by satellite remote sensing data",2004,NA,"Remote Sensing Dept., Natl. Inst. of R/D for Optoelectron., Bucharest-Magurele, 76900, Romania","2-s2.0-1942438975","remote sensing dept., natl. inst. of r/d for optoelectron., bucharest-magurele, 76900, romania","Bucharest","Bucuresti","B"
1667,"G<f3>mez F., Boicenco L.","An annotated checklist of dinoflagellates in the Black Sea",2004,30,"Natl. Inst. Mar. R. and D. G., 300 Mamaia Bdv, RO-900581, Constantza, Romania","2-s2.0-4043072309","natl. inst. mar. r. and d. g., 300 mamaia bdv, ro-900581, constantza, romania","Constanta","Constanta","CT"
1672,"Cremer H., Buijse A.D., Lotter A.F., Oosterberg W., Staras M.","The palaeolimnological potential of diatom assemblages in floodplain lakes of the Danube Delta, Romania: A pilot study",2004,7,"Danube Delta National Institute DDNI, 165 Babadag Street, 8800 Tulcea, Romania","2-s2.0-1842535832","danube delta national institute ddni, 165 babadag street, 8800 tulcea, romania","Tulcea","Tulcea","TL"
1705,"Gillet H., Lericolais G., Rehault J.-P., Dinu C.","The Oligo-Miocene stratigraphy and the Messinian erosional surface in Black Sea, high-resolution seismic stratigraphy [La stratigraphie oligo-mioc<e8>ne et la surface d'<e9>rosion messinienne en mer Noire, stratigraphie sismique haute r<e9>solution]",2003,16,"University of Bucharest, Faculty of Geology and Geophysics, Str. Traian Vuia nr. 6, Bucharest 70139, Romania","2-s2.0-0242337577","university of bucharest, faculty of geology and geophysics, str. traian vuia nr. 6, bucharest 70139, romania","Bucharest","Bucuresti","B"
1735,"Florou H., Kritidis P., Vosniakos F., Trindafyllis J., Delfanti R., Papucci C., Cigna A., Polikarpov G.G., Egorov V.N., Bologa A.S., Patrascu V.","Caesium-137 in the Eastern Mediterranean-impact sources and marine pathways",2003,6,"RMRI, Constanta, Romania","2-s2.0-0037261968","rmri, constanta, romania","Constanta","Constanta","CT"
1736,"Strechie C., Andr<e9> F., Jelinowska A., Tucholka P., Guichard F., Lericolais G., Panin N.","Magnetic minerals as indicators of major environmental change in holocene black sea sediments: Preliminary results",2002,15,"National Institute of Marine Geology and Geoecology - GeoEcoMar, Str. D.Onciul nr. 23-25, 70318 Bucuresti, Romania","2-s2.0-0036435330","national institute of marine geology and geoecology - geoecomar, str. d.onciul nr. 23-25, 70318 bucuresti, romania","Bucharest","Bucuresti","B"
1737,"Zoran M.","Environmental changes monitoring by remote sensing for Danube River delta, Romania",2002,NA,"Inst. of R and D for Optoelectron., Atomistilor Street 1, PO Box MG-5, Bucharest-Magurele, R 76900, Romania","2-s2.0-0037613405","inst. of r and d for optoelectron., atomistilor street 1, po box mg-5, bucharest-magurele, r 76900, romania","Bucharest","Bucuresti","B"
1759,"Kaminski M.A., Aksu A., Box M., Hiscott R.N., Filipescu S., Al-Salameen M.","Late glacial to Holocene benthic foraminifera in the Marmara Sea: Implications for Black Sea-Mediterranean Sea connections following the last deglaciation",2002,72,"Department of Geology, Babes-Bolyai University, Kogalniceanu 1, RO-3400, Cluj-Napoca, Romania","2-s2.0-0037107529","department of geology, babes-bolyai university, kogalniceanu 1, ro-3400, cluj-napoca, romania","Cluj Napoca","Cluj","CJ"
1767,"Cauwet G., D<e9>liat G., Krastev A., Shtereva G., Becquevort S., Lancelot C., Momzikoff A., Saliot A., Cociasu A., Popa L.","Seasonal DOC accumulation in the Black Sea: A regional explanation for a general mechanism",2002,30,"Romanian Marine Research Institute, Brd Mamaia 300, 8700 Constanza, Romania","2-s2.0-0036802223","romanian marine research institute, brd mamaia 300, 8700 constanza, romania","Constanta","Constanta","CT"
1780,"R<ee>snoveanu G., Vadineanu A.","Observations on the population dynamics of Potamothrix hammoniensis (Michaelsen, 1901) (Tubificidae, Oligochaeta) in Lake Isacova in the Danube Delta",2002,6,"University of Bucharest, Department of Systems Ecology, Spl. Independentei 91-95, 76201 Bucharest, Romania","2-s2.0-0036662968","university of bucharest, department of systems ecology, spl. independentei 91-95, 76201 bucharest, romania","Bucharest","Bucuresti","B"
1796,"Panin N., Jipa D.","Danube river sediment input and its interaction with the north-western Black Sea",2002,65,"National Institute of Marine Geology and Geoecology, GeoEcoMar, Dimitrie Onciul Street 23-25, Bucharest, RO-70318, Romania","2-s2.0-0036522660","national institute of marine geology and geoecology, geoecomar, dimitrie onciul street 23-25, bucharest, ro-70318, romania","Bucharest","Bucuresti","B"
1797,"Lancelot C., Martin J.-M., Panin N., Zaitsev Y.","The north-western Black Sea: A pilot site to understand the complex interaction between human activities and the coastal environment",2002,37,"Romanian Center of Marine Geology and Geo-Ecology, Dimitrie Onciu Str., 23-25, RO-70318, Bucharest, Romania","2-s2.0-0036522657","romanian center of marine geology and geo-ecology, dimitrie onciu str., 23-25, ro-70318, bucharest, romania","Bucharest","Bucuresti","B"
1798,"Weisse T., Gomoiu M.-T., Scheffel U., Brodrecht F.","Biomass and size composition of the Comb Jelly Mnemiopsis sp. in the north-western Black Sea during spring 1997 and summer 1995",2002,14,"National Institute of Marine Geology and Geoecology ' GeoEcoMar ', Constanta Branch, 300 Mamaia Blv. RO-8700, Constanta, Romania","2-s2.0-0036522661","national institute of marine geology and geoecology ' geoecomar ', constanta branch, 300 mamaia blv. ro-8700, constanta, romania","Constanta","Constanta","CT"
1801,"Secrieru D., Secrieru A.","Heavy metal enrichment of man-made origin of superficial sediment on the continental shelf of the north-western Black Sea",2002,27,"National Institute of Marine Geology and Geoecology (GEOECOMAR), Blvd. Mamaia 304, Constanta, 8700, Romania","2-s2.0-0036522596","national institute of marine geology and geoecology (geoecomar), blvd. mamaia 304, constanta, 8700, romania","Constanta","Constanta","CT"
1808,"Ragueneau O., Lancelot C., Egorov V., Vervlimmeren J., Cociasu A., D<e9>liat G., Krastev A., Daoud N., Rousseau V., Popovitchev V., Brion N., Popa L., Cauwet G.","Biogeochemical transformations of inorganic nutrients in the mixing zone between the Danube river and the north-western Black Sea",2002,68,"Romanian Marine Research Institute, Bd. Mamaia 300, RO-8700, Constanta, Romania","2-s2.0-0036522634","romanian marine research institute, bd. mamaia 300, ro-8700, constanta, romania","Constanta","Constanta","CT"
1810,"Friedrich J., Dinkel C., Friedl G., Pimenov N., Wijsman J., Gomoiu M.-T., Cociasu A., Popa L., Wehrli B.","Benthic nutrient cycling and diagenetic pathways in the north-western Black Sea",2002,53,"National Institute of Marine Geology and Geoecology GeoEcoMar, 304 Bd. Mamaia, Constantza, 8700, Romania","2-s2.0-0036522658","national institute of marine geology and geoecology geoecomar, 304 bd. mamaia, constantza, 8700, romania","Constanta","Constanta","CT"
1810,"Friedrich J., Dinkel C., Friedl G., Pimenov N., Wijsman J., Gomoiu M.-T., Cociasu A., Popa L., Wehrli B.","Benthic nutrient cycling and diagenetic pathways in the north-western Black Sea",2002,53,"Romanian Institute of Marine Research, 300 Bd. Mamaia, Constanza, 9000, Romania","2-s2.0-0036522658","romanian institute of marine research, 300 bd. mamaia, constanza, 9000, romania","Constanta","Constanta","CT"
1814,"Reschke S., Ittekkot V., Panin N.","The nature of organic matter in the Danube River particles and north-western Black Sea sediments",2002,27,"National Institute of Marine Geology and Geoecology, Dimitrie Onciu Street 23-25, 70318, Bucharest, Romania","2-s2.0-0036522607","national institute of marine geology and geoecology, dimitrie onciu street 23-25, 70318, bucharest, romania","Bucharest","Bucuresti","B"
1856,"Navodaru I., Staras M., Cernisencu I.","The challenge of sustainable use of the Danube delta fisheries, Romania",2001,17,"Danube Delta National Institute for Research and Development, Tulcea, Romania","2-s2.0-0034812179","danube delta national institute for research and development, tulcea, romania","Tulcea","Tulcea","TL"
1856,"Navodaru I., Staras M., Cernisencu I.","The challenge of sustainable use of the Danube delta fisheries, Romania",2001,17,"Danube Delta National Institute, Str. Babadag 165, 8800 Tulcea, Romania","2-s2.0-0034812179","danube delta national institute, str. babadag 165, 8800 tulcea, romania","Tulcea","Tulcea","TL"
1860,"Popescu I., Lericolais G., Panin N., Wong H.K., Droz L.","Late Quaternary channel avulsions on the Danube deep-sea fan, Black Sea",2001,50,"Geo-Eco-Mar Constanta, 304 Mamaia Blv., 8700 Constanta, Romania","2-s2.0-0035883817","geo-eco-mar constanta, 304 mamaia blv., 8700 constanta, romania","Constanta","Constanta","CT"
1860,"Popescu I., Lericolais G., Panin N., Wong H.K., Droz L.","Late Quaternary channel avulsions on the Danube deep-sea fan, Black Sea",2001,50,"Geo-Eco-Mar Bucharest, 23-25 D. Onciu Str., 70318 Bucharest, Romania","2-s2.0-0035883817","geo-eco-mar bucharest, 23-25 d. onciu str., 70318 bucharest, romania","Bucharest","Bucuresti","B"
1876,"Dinescu L.C., Duliu O.G.","Heavy metal pollution of some Danube Delta lacustrine sediments studied by neutron activation analysis",2001,9,"Institute of Physics and Nuclear Engineering horia-Hulubei, M<U+653C><U+3E33>gurele, P.O. Box Mg-06, RO-76900, Bucharest, Romania","2-s2.0-0035126471","institute of physics and nuclear engineering horia-hulubei, m<U+653C><U+3E33>gurele, p.o. box mg-06, ro-76900, bucharest, romania","Bucharest","Bucuresti","B"
1876,"Dinescu L.C., Duliu O.G.","Heavy metal pollution of some Danube Delta lacustrine sediments studied by neutron activation analysis",2001,9,"Department of Atomic and Nuclear Physics, University of Bucharest, M<U+653C><U+3E33>gurele, P.O. Box Mg-11, RO-76900, Bucharest, Romania","2-s2.0-0035126471","department of atomic and nuclear physics, university of bucharest, m<U+653C><U+3E33>gurele, p.o. box mg-11, ro-76900, bucharest, romania","Bucharest","Bucuresti","B"
1891,"Boja V., Popescu I.","Social ecology in the Danube Delta: Theory and practice",2000,6,"Museum of the Romanian Peasant, 3 Kiseleff Road, Bucharest RO-71268, Romania","2-s2.0-0034583474","museum of the romanian peasant, 3 kiseleff road, bucharest ro-71268, romania","Bucharest","Bucuresti","B"
1893,"Bostan V., Dominik J., Bostina M., Pardos M.","Forms of particulate phosphorus in suspension and in bottom sediment in the Danube Delta",2000,18,"National Institute of Marine Geology and Geo-ecology (GeoEcoMar), 23-25 D. Onciul Str., RO-70318 Bucharest, Romania","2-s2.0-0034583192","national institute of marine geology and geo-ecology (geoecomar), 23-25 d. onciul str., ro-70318 bucharest, romania","Bucharest","Bucuresti","B"
1901,"Ungureanu V.G., Stanica A.","Impact of human activities on the evolution of the Romanian Black Sea beaches",2000,19,"Universitatea Bucuresti, Facultatea de Geologie si Geofizica, str. T. Vuia, nr. 6, Bucuresti RO-70139, Romania","2-s2.0-0034583323","universitatea bucuresti, facultatea de geologie si geofizica, str. t. vuia, nr. 6, bucuresti ro-70139, romania","Bucharest","Bucuresti","B"
1901,"Ungureanu V.G., Stanica A.","Impact of human activities on the evolution of the Romanian Black Sea beaches",2000,19,"Institutul National de Geologie si Geoecologie Marina (GeoEcoMar), str. D. Onciul, nr. 23-25, Bucuresti, RO-70318, Romania","2-s2.0-0034583323","institutul national de geologie si geoecologie marina (geoecomar), str. d. onciul, nr. 23-25, bucuresti, ro-70318, romania","Bucharest","Bucuresti","B"
1927,"Duliu O.G., Dinescu L.C., Mih<e3>ilescu N.G.","137Cs vertical distribution in lacustrine sediments of the Danube Delta",2000,6,"University of Bucharest, Department of Atomic and Nuclear Physics, M<U+653C><U+3E33>gurele, P.O. Box Mg-11, RO - 76900, Bucharest, Romania","2-s2.0-0006051637","university of bucharest, department of atomic and nuclear physics, m<U+653C><U+3E33>gurele, p.o. box mg-11, ro - 76900, bucharest, romania","Bucharest","Bucuresti","B"
1927,"Duliu O.G., Dinescu L.C., Mih<e3>ilescu N.G.","137Cs vertical distribution in lacustrine sediments of the Danube Delta",2000,6,"Institute of Physics and Nuclear Engineering Horia-Huluibei, P.O. Box Mg - 06, RO - 76900 Bucharest, Romania","2-s2.0-0006051637","institute of physics and nuclear engineering horia-huluibei, p.o. box mg - 06, ro - 76900 bucharest, romania","Bucharest","Bucuresti","B"
1927,"Duliu O.G., Dinescu L.C., Mih<e3>ilescu N.G.","137Cs vertical distribution in lacustrine sediments of the Danube Delta",2000,6,"Geological Survey of Rom<U+653C><U+3E32>nia, 1, Caransebes str., RO - 78344 Bucharest, Romania","2-s2.0-0006051637","geological survey of rom<U+653C><U+3E32>nia, 1, caransebes str., ro - 78344 bucharest, romania","Bucharest","Bucuresti","B"
1953,"Giosan L., Bokuniewicz H., Panin N., Postolache I.","Longshore sediment transport pattern along the Romanian Danube delta coast",1999,48,"Romanian Ctr. Mar. Geol. Geoecology, Str. Dimitrie Onciul, nr. 25, Bucharest, Romania","2-s2.0-0032720711","romanian ctr. mar. geol. geoecology, str. dimitrie onciul, nr. 25, bucharest, romania","Bucharest","Bucuresti","B"
1953,"Giosan L., Bokuniewicz H., Panin N., Postolache I.","Longshore sediment transport pattern along the Romanian Danube delta coast",1999,48,"Romanian Mar. Sci. Res. Institute, Bd. Mamaia, nr. 300, Constanta, 8700, Romania","2-s2.0-0032720711","romanian mar. sci. res. institute, bd. mamaia, nr. 300, constanta, 8700, romania","Constanta","Constanta","CT"
1966,"Wijsman J.W.M., Herman P.M.J., Gomoiu M.-T.","Spatial distribution in sediment characteristics and benthic activity on the northwestern Black Sea shelf",1999,36,"Natl. Inst. Mar. Geol. and Geo-Ecol., Constanta Branch, Mamaia 304, RO-8700 Constanta, Romania","2-s2.0-0033580661","natl. inst. mar. geol. and geo-ecol., constanta branch, mamaia 304, ro-8700 constanta, romania","Constanta","Constanta","CT"
1969,"Dobraca L.","La gestion des aires critiques : Le Delta du Danube entre isolement et r<e9>serve",1999,NA,"Institutul de Geografie, Academiei Rom<U+653C><U+3E32>ne, str. Racovita 12, Bucarest 70307, Romania","2-s2.0-0032967618","institutul de geografie, academiei rom<U+653C><U+3E32>ne, str. racovita 12, bucarest 70307, romania","Bucharest","Bucuresti","B"
